LOC_X,LOC_Y,SHOT_DISTANCE,label,SHOT_ZONE_BASIC_Arc,SHOT_ZONE_BASIC_Corner,SHOT_ZONE_BASIC_Mid,SHOT_ZONE_BASIC_Paint,PLAYER_NAME_Giannis Antetokounmpo,PLAYER_NAME_Jayson Tatum,PLAYER_NAME_Joel Embiid,PLAYER_NAME_Kevin Durant,PLAYER_NAME_Klay Thompson,PLAYER_NAME_LeBron James,PLAYER_NAME_Luka Doncic,PLAYER_NAME_Stephen Curry,SHOT_TYPE_2,SHOT_TYPE_3
0.049836297,-1.027174966,-1.294617672,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
0.251335359,-1.069007122,-1.197534909,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
0.155383425,-0.075493412,-0.420872809,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
-1.869202393,0.980768532,1.326616915,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
-1.984344714,-1.267709864,0.647037578,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
-1.821226426,1.00168461,1.326616915,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
1.776971118,0.667027361,1.035368628,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
0.299311327,-1.037633005,-1.197534909,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
0.155383425,2.099778711,1.617865203,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
0.424048841,-0.901678498,-1.003369384,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
